scenario_id,fleet_size,epoch_minutes,weights,temperature,method,trips_served,trips_missed,service_rate_pct,total_energy_kWh,avg_energy_per_trip,avg_wait_sec,total_deadhead_km,wall_time_sec
F10_E5_Wene_Tcol,10,5.0,energy_focused,cold_winter,milp_ml,6535,2938,68.99,931.02,0.1425,222.0,233.14,34.4
F10_E5_Wene_Tcol,10,5.0,energy_focused,cold_winter,milp_fixed,6535,2938,68.99,931.02,0.1425,222.0,233.14,34.88
F10_E5_Wene_Tcol,10,5.0,energy_focused,cold_winter,nearest,3296,6177,34.79,823.53,0.2499,1754.5,789.31,0.9
F10_E5_Wene_Tbas,10,5.0,energy_focused,baseline,milp_ml,6535,2938,68.99,931.02,0.1425,222.0,233.14,34.08
F10_E5_Wene_Tbas,10,5.0,energy_focused,baseline,milp_fixed,6535,2938,68.99,931.02,0.1425,222.0,233.14,34.16
F10_E5_Wene_Tbas,10,5.0,energy_focused,baseline,nearest,3296,6177,34.79,823.53,0.2499,1754.5,789.31,0.89
F10_E5_Wene_Thot,10,5.0,energy_focused,hot_summer,milp_ml,6535,2938,68.99,931.02,0.1425,222.0,233.14,34.09
F10_E5_Wene_Thot,10,5.0,energy_focused,hot_summer,milp_fixed,6535,2938,68.99,931.02,0.1425,222.0,233.14,34.47
F10_E5_Wene_Thot,10,5.0,energy_focused,hot_summer,nearest,3296,6177,34.79,823.53,0.2499,1754.5,789.31,0.89
F10_E5_Wser_Tcol,10,5.0,service_focused,cold_winter,milp_ml,6540,2933,69.04,934.43,0.1429,261.9,172.5,35.12
F10_E5_Wser_Tcol,10,5.0,service_focused,cold_winter,milp_fixed,6540,2933,69.04,934.43,0.1429,261.9,172.5,35.04
F10_E5_Wser_Tcol,10,5.0,service_focused,cold_winter,nearest,3296,6177,34.79,823.53,0.2499,1754.5,789.31,0.89
F10_E5_Wser_Tbas,10,5.0,service_focused,baseline,milp_ml,6540,2933,69.04,934.43,0.1429,261.9,172.5,35.03
F10_E5_Wser_Tbas,10,5.0,service_focused,baseline,milp_fixed,6540,2933,69.04,934.43,0.1429,261.9,172.5,35.15
F10_E5_Wser_Tbas,10,5.0,service_focused,baseline,nearest,3296,6177,34.79,823.53,0.2499,1754.5,789.31,0.89
F10_E5_Wser_Thot,10,5.0,service_focused,hot_summer,milp_ml,6540,2933,69.04,934.43,0.1429,261.9,172.5,35.25
F10_E5_Wser_Thot,10,5.0,service_focused,hot_summer,milp_fixed,6540,2933,69.04,934.43,0.1429,261.9,172.5,35.26
F10_E5_Wser_Thot,10,5.0,service_focused,hot_summer,nearest,3296,6177,34.79,823.53,0.2499,1754.5,789.31,0.9
F10_E10_Wbal_Tcol,10,10.0,balanced,cold_winter,milp_ml,5579,3894,58.89,727.68,0.1304,326.7,81.32,39.45
F10_E10_Wbal_Tcol,10,10.0,balanced,cold_winter,milp_fixed,5579,3894,58.89,727.68,0.1304,326.7,81.32,39.53
F10_E10_Wbal_Tcol,10,10.0,balanced,cold_winter,nearest,3218,6255,33.97,768.51,0.2388,1845.8,676.4,0.8
F10_E10_Wbal_Tbas,10,10.0,balanced,baseline,milp_ml,5579,3894,58.89,727.68,0.1304,326.7,81.32,39.57
F10_E10_Wbal_Tbas,10,10.0,balanced,baseline,milp_fixed,5579,3894,58.89,727.68,0.1304,326.7,81.32,39.74
F10_E10_Wbal_Tbas,10,10.0,balanced,baseline,nearest,3218,6255,33.97,768.51,0.2388,1845.8,676.4,0.81
F10_E10_Wbal_Thot,10,10.0,balanced,hot_summer,milp_ml,5579,3894,58.89,727.68,0.1304,326.7,81.32,39.49
F10_E10_Wbal_Thot,10,10.0,balanced,hot_summer,milp_fixed,5579,3894,58.89,727.68,0.1304,326.7,81.32,40.13
F10_E10_Wbal_Thot,10,10.0,balanced,hot_summer,nearest,3218,6255,33.97,768.51,0.2388,1845.8,676.4,0.8
F10_E10_Wene_Tcol,10,10.0,energy_focused,cold_winter,milp_ml,5678,3795,59.94,738.26,0.13,294.7,129.04,39.49
F10_E10_Wene_Tcol,10,10.0,energy_focused,cold_winter,milp_fixed,5678,3795,59.94,738.26,0.13,294.7,129.04,39.56
F10_E10_Wene_Tcol,10,10.0,energy_focused,cold_winter,nearest,3218,6255,33.97,768.51,0.2388,1845.8,676.4,0.8
F10_E10_Wene_Tbas,10,10.0,energy_focused,baseline,milp_ml,5678,3795,59.94,738.26,0.13,294.7,129.04,39.57
F10_E10_Wene_Tbas,10,10.0,energy_focused,baseline,milp_fixed,5678,3795,59.94,738.26,0.13,294.7,129.04,39.87
F10_E10_Wene_Tbas,10,10.0,energy_focused,baseline,nearest,3218,6255,33.97,768.51,0.2388,1845.8,676.4,0.81
F10_E10_Wene_Thot,10,10.0,energy_focused,hot_summer,milp_ml,5678,3795,59.94,738.26,0.13,294.7,129.04,39.49
F10_E10_Wene_Thot,10,10.0,energy_focused,hot_summer,milp_fixed,5678,3795,59.94,738.26,0.13,294.7,129.04,39.26
F10_E10_Wene_Thot,10,10.0,energy_focused,hot_summer,nearest,3218,6255,33.97,768.51,0.2388,1845.8,676.4,0.81
F10_E10_Wser_Tcol,10,10.0,service_focused,cold_winter,milp_ml,5551,3922,58.6,724.66,0.1305,337.7,78.77,39.19
F10_E10_Wser_Tcol,10,10.0,service_focused,cold_winter,milp_fixed,5551,3922,58.6,724.66,0.1305,337.7,78.77,39.37
F10_E10_Wser_Tcol,10,10.0,service_focused,cold_winter,nearest,3218,6255,33.97,768.51,0.2388,1845.8,676.4,0.81
F10_E10_Wser_Tbas,10,10.0,service_focused,baseline,milp_ml,5551,3922,58.6,724.66,0.1305,337.7,78.77,39.42
F10_E10_Wser_Tbas,10,10.0,service_focused,baseline,milp_fixed,5551,3922,58.6,724.66,0.1305,337.7,78.77,39.76
F10_E10_Wser_Tbas,10,10.0,service_focused,baseline,nearest,3218,6255,33.97,768.51,0.2388,1845.8,676.4,0.81
F10_E10_Wser_Thot,10,10.0,service_focused,hot_summer,milp_ml,5551,3922,58.6,724.66,0.1305,337.7,78.77,39.63
F10_E10_Wser_Thot,10,10.0,service_focused,hot_summer,milp_fixed,5551,3922,58.6,724.66,0.1305,337.7,78.77,39.91
F10_E10_Wser_Thot,10,10.0,service_focused,hot_summer,nearest,3218,6255,33.97,768.51,0.2388,1845.8,676.4,0.8
F12_E2_Wbal_Tcol,12,2.0,balanced,cold_winter,milp_ml,7484,1989,79.0,1203.17,0.1608,201.8,340.58,48.6
F12_E2_Wbal_Tcol,12,2.0,balanced,cold_winter,milp_fixed,7484,1989,79.0,1203.17,0.1608,201.8,340.58,48.42
F12_E2_Wbal_Tcol,12,2.0,balanced,cold_winter,nearest,4226,5247,44.61,1104.84,0.2614,1611.9,1127.04,1.26
F12_E2_Wbal_Tbas,12,2.0,balanced,baseline,milp_ml,7484,1989,79.0,1203.17,0.1608,201.8,340.58,48.39
F12_E2_Wbal_Tbas,12,2.0,balanced,baseline,milp_fixed,7484,1989,79.0,1203.17,0.1608,201.8,340.58,48.47
F12_E2_Wbal_Tbas,12,2.0,balanced,baseline,nearest,4226,5247,44.61,1104.84,0.2614,1611.9,1127.04,1.26
F12_E2_Wbal_Thot,12,2.0,balanced,hot_summer,milp_ml,7484,1989,79.0,1203.17,0.1608,201.8,340.58,48.65
F12_E2_Wbal_Thot,12,2.0,balanced,hot_summer,milp_fixed,7484,1989,79.0,1203.17,0.1608,201.8,340.58,48.94
F12_E2_Wbal_Thot,12,2.0,balanced,hot_summer,nearest,4226,5247,44.61,1104.84,0.2614,1611.9,1127.04,1.27
F12_E2_Wene_Tcol,12,2.0,energy_focused,cold_winter,milp_ml,7415,2058,78.28,1203.28,0.1623,159.8,424.47,47.81
F12_E2_Wene_Tcol,12,2.0,energy_focused,cold_winter,milp_fixed,7415,2058,78.28,1203.28,0.1623,159.8,424.47,47.9
F12_E2_Wene_Tcol,12,2.0,energy_focused,cold_winter,nearest,4226,5247,44.61,1104.84,0.2614,1611.9,1127.04,1.26
F12_E2_Wene_Tbas,12,2.0,energy_focused,baseline,milp_ml,7415,2058,78.28,1203.28,0.1623,159.8,424.47,47.96
F12_E2_Wene_Tbas,12,2.0,energy_focused,baseline,milp_fixed,7415,2058,78.28,1203.28,0.1623,159.8,424.47,47.87
F12_E2_Wene_Tbas,12,2.0,energy_focused,baseline,nearest,4226,5247,44.61,1104.84,0.2614,1611.9,1127.04,1.27
F12_E2_Wene_Thot,12,2.0,energy_focused,hot_summer,milp_ml,7415,2058,78.28,1203.28,0.1623,159.8,424.47,49.65
F12_E2_Wene_Thot,12,2.0,energy_focused,hot_summer,milp_fixed,7415,2058,78.28,1203.28,0.1623,159.8,424.47,48.74
F12_E2_Wene_Thot,12,2.0,energy_focused,hot_summer,nearest,4226,5247,44.61,1104.84,0.2614,1611.9,1127.04,1.26
F12_E2_Wser_Tcol,12,2.0,service_focused,cold_winter,milp_ml,7480,1993,78.96,1203.35,0.1609,201.0,336.53,49.3
F12_E2_Wser_Tcol,12,2.0,service_focused,cold_winter,milp_fixed,7480,1993,78.96,1203.35,0.1609,201.0,336.53,48.71
F12_E2_Wser_Tcol,12,2.0,service_focused,cold_winter,nearest,4226,5247,44.61,1104.84,0.2614,1611.9,1127.04,1.26
F12_E2_Wser_Tbas,12,2.0,service_focused,baseline,milp_ml,7480,1993,78.96,1203.35,0.1609,201.0,336.53,49.14
F12_E2_Wser_Tbas,12,2.0,service_focused,baseline,milp_fixed,7480,1993,78.96,1203.35,0.1609,201.0,336.53,49.68
F12_E2_Wser_Tbas,12,2.0,service_focused,baseline,nearest,4226,5247,44.61,1104.84,0.2614,1611.9,1127.04,1.29
F12_E2_Wser_Thot,12,2.0,service_focused,hot_summer,milp_ml,7480,1993,78.96,1203.35,0.1609,201.0,336.53,290.63
F12_E2_Wser_Thot,12,2.0,service_focused,hot_summer,milp_fixed,7480,1993,78.96,1203.35,0.1609,201.0,336.53,217.21
F12_E2_Wser_Thot,12,2.0,service_focused,hot_summer,nearest,4226,5247,44.61,1104.84,0.2614,1611.9,1127.04,1.27
F12_E5_Wbal_Tcol,12,5.0,balanced,cold_winter,milp_ml,7335,2138,77.43,1122.31,0.153,217.9,267.52,32.86
F12_E5_Wbal_Tcol,12,5.0,balanced,cold_winter,milp_fixed,7335,2138,77.43,1122.31,0.153,217.9,267.52,32.62
F12_E5_Wbal_Tcol,12,5.0,balanced,cold_winter,nearest,3987,5486,42.09,981.37,0.2461,1700.1,918.49,0.95
F12_E5_Wbal_Tbas,12,5.0,balanced,baseline,milp_ml,7335,2138,77.43,1122.31,0.153,217.9,267.52,32.23
F12_E5_Wbal_Tbas,12,5.0,balanced,baseline,milp_fixed,7335,2138,77.43,1122.31,0.153,217.9,267.52,32.41
F12_E5_Wbal_Tbas,12,5.0,balanced,baseline,nearest,3987,5486,42.09,981.37,0.2461,1700.1,918.49,0.93
F12_E5_Wbal_Thot,12,5.0,balanced,hot_summer,milp_ml,7335,2138,77.43,1122.31,0.153,217.9,267.52,32.32
F12_E5_Wbal_Thot,12,5.0,balanced,hot_summer,milp_fixed,7335,2138,77.43,1122.31,0.153,217.9,267.52,32.51
F12_E5_Wbal_Thot,12,5.0,balanced,hot_summer,nearest,3987,5486,42.09,981.37,0.2461,1700.1,918.49,0.94
F12_E5_Wene_Tcol,12,5.0,energy_focused,cold_winter,milp_ml,7333,2140,77.41,1120.63,0.1528,180.0,322.58,31.31
F12_E5_Wene_Tcol,12,5.0,energy_focused,cold_winter,milp_fixed,7333,2140,77.41,1120.63,0.1528,180.0,322.58,32.12
F12_E5_Wene_Tcol,12,5.0,energy_focused,cold_winter,nearest,3987,5486,42.09,981.37,0.2461,1700.1,918.49,0.94
F12_E5_Wene_Tbas,12,5.0,energy_focused,baseline,milp_ml,7333,2140,77.41,1120.63,0.1528,180.0,322.58,31.63
F12_E5_Wene_Tbas,12,5.0,energy_focused,baseline,milp_fixed,7333,2140,77.41,1120.63,0.1528,180.0,322.58,31.81
F12_E5_Wene_Tbas,12,5.0,energy_focused,baseline,nearest,3987,5486,42.09,981.37,0.2461,1700.1,918.49,0.93
F12_E5_Wene_Thot,12,5.0,energy_focused,hot_summer,milp_ml,7333,2140,77.41,1120.63,0.1528,180.0,322.58,31.26
F12_E5_Wene_Thot,12,5.0,energy_focused,hot_summer,milp_fixed,7333,2140,77.41,1120.63,0.1528,180.0,322.58,31.94
F12_E5_Wene_Thot,12,5.0,energy_focused,hot_summer,nearest,3987,5486,42.09,981.37,0.2461,1700.1,918.49,0.94
F12_E5_Wser_Tcol,12,5.0,service_focused,cold_winter,milp_ml,7320,2153,77.27,1123.58,0.1535,222.5,263.73,32.77
F12_E5_Wser_Tcol,12,5.0,service_focused,cold_winter,milp_fixed,7320,2153,77.27,1123.58,0.1535,222.5,263.73,32.83
F12_E5_Wser_Tcol,12,5.0,service_focused,cold_winter,nearest,3987,5486,42.09,981.37,0.2461,1700.1,918.49,0.93
F12_E5_Wser_Tbas,12,5.0,service_focused,baseline,milp_ml,7320,2153,77.27,1123.58,0.1535,222.5,263.73,32.45
F12_E5_Wser_Tbas,12,5.0,service_focused,baseline,milp_fixed,7320,2153,77.27,1123.58,0.1535,222.5,263.73,32.64
F12_E5_Wser_Tbas,12,5.0,service_focused,baseline,nearest,3987,5486,42.09,981.37,0.2461,1700.1,918.49,0.93
F12_E5_Wser_Thot,12,5.0,service_focused,hot_summer,milp_ml,7320,2153,77.27,1123.58,0.1535,222.5,263.73,32.85
F12_E5_Wser_Thot,12,5.0,service_focused,hot_summer,milp_fixed,7320,2153,77.27,1123.58,0.1535,222.5,263.73,32.63
F12_E5_Wser_Thot,12,5.0,service_focused,hot_summer,nearest,3987,5486,42.09,981.37,0.2461,1700.1,918.49,0.94
F12_E10_Wbal_Tcol,12,10.0,balanced,cold_winter,milp_ml,6432,3041,67.9,901.97,0.1402,272.1,150.12,39.71
F12_E10_Wbal_Tcol,12,10.0,balanced,cold_winter,milp_fixed,6432,3041,67.9,901.97,0.1402,272.1,150.12,39.54
F12_E10_Wbal_Tcol,12,10.0,balanced,cold_winter,nearest,3945,5528,41.64,921.9,0.2337,1805.4,775.5,0.85
F12_E10_Wbal_Tbas,12,10.0,balanced,baseline,milp_ml,6432,3041,67.9,901.97,0.1402,272.1,150.12,39.37
F12_E10_Wbal_Tbas,12,10.0,balanced,baseline,milp_fixed,6432,3041,67.9,901.97,0.1402,272.1,150.12,39.09
F12_E10_Wbal_Tbas,12,10.0,balanced,baseline,nearest,3945,5528,41.64,921.9,0.2337,1805.4,775.5,0.86
F12_E10_Wbal_Thot,12,10.0,balanced,hot_summer,milp_ml,6432,3041,67.9,901.97,0.1402,272.1,150.12,39.03
F12_E10_Wbal_Thot,12,10.0,balanced,hot_summer,milp_fixed,6432,3041,67.9,901.97,0.1402,272.1,150.12,39.3
F12_E10_Wbal_Thot,12,10.0,balanced,hot_summer,nearest,3945,5528,41.64,921.9,0.2337,1805.4,775.5,0.86
F12_E10_Wene_Tcol,12,10.0,energy_focused,cold_winter,milp_ml,6515,2958,68.77,916.59,0.1407,247.9,200.16,39.13
F12_E10_Wene_Tcol,12,10.0,energy_focused,cold_winter,milp_fixed,6515,2958,68.77,916.59,0.1407,247.9,200.16,39.18
F12_E10_Wene_Tcol,12,10.0,energy_focused,cold_winter,nearest,3945,5528,41.64,921.9,0.2337,1805.4,775.5,0.86
F12_E10_Wene_Tbas,12,10.0,energy_focused,baseline,milp_ml,6515,2958,68.77,916.59,0.1407,247.9,200.16,38.49
F12_E10_Wene_Tbas,12,10.0,energy_focused,baseline,milp_fixed,6515,2958,68.77,916.59,0.1407,247.9,200.16,38.46
F12_E10_Wene_Tbas,12,10.0,energy_focused,baseline,nearest,3945,5528,41.64,921.9,0.2337,1805.4,775.5,0.86
F12_E10_Wene_Thot,12,10.0,energy_focused,hot_summer,milp_ml,6515,2958,68.77,916.59,0.1407,247.9,200.16,38.44
F12_E10_Wene_Thot,12,10.0,energy_focused,hot_summer,milp_fixed,6515,2958,68.77,916.59,0.1407,247.9,200.16,38.71
F12_E10_Wene_Thot,12,10.0,energy_focused,hot_summer,nearest,3945,5528,41.64,921.9,0.2337,1805.4,775.5,0.86
F12_E10_Wser_Tcol,12,10.0,service_focused,cold_winter,milp_ml,6413,3060,67.7,901.28,0.1405,281.7,149.61,40.33
F12_E10_Wser_Tcol,12,10.0,service_focused,cold_winter,milp_fixed,6413,3060,67.7,901.28,0.1405,281.7,149.61,39.88
F12_E10_Wser_Tcol,12,10.0,service_focused,cold_winter,nearest,3945,5528,41.64,921.9,0.2337,1805.4,775.5,0.85
F12_E10_Wser_Tbas,12,10.0,service_focused,baseline,milp_ml,6413,3060,67.7,901.28,0.1405,281.7,149.61,39.64
F12_E10_Wser_Tbas,12,10.0,service_focused,baseline,milp_fixed,6413,3060,67.7,901.28,0.1405,281.7,149.61,39.54
F12_E10_Wser_Tbas,12,10.0,service_focused,baseline,nearest,3945,5528,41.64,921.9,0.2337,1805.4,775.5,0.85
F12_E10_Wser_Thot,12,10.0,service_focused,hot_summer,milp_ml,6413,3060,67.7,901.28,0.1405,281.7,149.61,39.85
F12_E10_Wser_Thot,12,10.0,service_focused,hot_summer,milp_fixed,6413,3060,67.7,901.28,0.1405,281.7,149.61,39.35
F12_E10_Wser_Thot,12,10.0,service_focused,hot_summer,nearest,3945,5528,41.64,921.9,0.2337,1805.4,775.5,0.86
F15_E2_Wbal_Tcol,15,2.0,balanced,cold_winter,milp_ml,8411,1062,88.79,1504.1,0.1788,118.9,604.34,36.95
F15_E2_Wbal_Tcol,15,2.0,balanced,cold_winter,milp_fixed,8411,1062,88.79,1504.1,0.1788,118.9,604.34,36.95
F15_E2_Wbal_Tcol,15,2.0,balanced,cold_winter,nearest,5178,4295,54.66,1329.67,0.2568,1532.9,1315.14,1.41
F15_E2_Wbal_Tbas,15,2.0,balanced,baseline,milp_ml,8411,1062,88.79,1504.1,0.1788,118.9,604.34,37.31
F15_E2_Wbal_Tbas,15,2.0,balanced,baseline,milp_fixed,8411,1062,88.79,1504.1,0.1788,118.9,604.34,37.06
F15_E2_Wbal_Tbas,15,2.0,balanced,baseline,nearest,5178,4295,54.66,1329.67,0.2568,1532.9,1315.14,1.41
F15_E2_Wbal_Thot,15,2.0,balanced,hot_summer,milp_ml,8411,1062,88.79,1504.1,0.1788,118.9,604.34,37.33
F15_E2_Wbal_Thot,15,2.0,balanced,hot_summer,milp_fixed,8411,1062,88.79,1504.1,0.1788,118.9,604.34,38.06
F15_E2_Wbal_Thot,15,2.0,balanced,hot_summer,nearest,5178,4295,54.66,1329.67,0.2568,1532.9,1315.14,1.41
F15_E2_Wene_Tcol,15,2.0,energy_focused,cold_winter,milp_ml,8338,1135,88.02,1504.07,0.1804,109.4,681.86,41.12
F15_E2_Wene_Tcol,15,2.0,energy_focused,cold_winter,milp_fixed,8338,1135,88.02,1504.07,0.1804,109.4,681.86,40.38
F15_E2_Wene_Tcol,15,2.0,energy_focused,cold_winter,nearest,5178,4295,54.66,1329.67,0.2568,1532.9,1315.14,1.42
F15_E2_Wene_Tbas,15,2.0,energy_focused,baseline,milp_ml,8338,1135,88.02,1504.07,0.1804,109.4,681.86,40.47
F15_E2_Wene_Tbas,15,2.0,energy_focused,baseline,milp_fixed,8338,1135,88.02,1504.07,0.1804,109.4,681.86,38.34
F15_E2_Wene_Tbas,15,2.0,energy_focused,baseline,nearest,5178,4295,54.66,1329.67,0.2568,1532.9,1315.14,1.46
F15_E2_Wene_Thot,15,2.0,energy_focused,hot_summer,milp_ml,8338,1135,88.02,1504.07,0.1804,109.4,681.86,38.3
F15_E2_Wene_Thot,15,2.0,energy_focused,hot_summer,milp_fixed,8338,1135,88.02,1504.07,0.1804,109.4,681.86,39.63
F15_E2_Wene_Thot,15,2.0,energy_focused,hot_summer,nearest,5178,4295,54.66,1329.67,0.2568,1532.9,1315.14,1.41
F15_E2_Wser_Tcol,15,2.0,service_focused,cold_winter,milp_ml,8406,1067,88.74,1504.21,0.1789,123.7,601.7,38.08
F15_E2_Wser_Tcol,15,2.0,service_focused,cold_winter,milp_fixed,8406,1067,88.74,1504.21,0.1789,123.7,601.7,38.11
F15_E2_Wser_Tcol,15,2.0,service_focused,cold_winter,nearest,5178,4295,54.66,1329.67,0.2568,1532.9,1315.14,1.41
F15_E2_Wser_Tbas,15,2.0,service_focused,baseline,milp_ml,8406,1067,88.74,1504.21,0.1789,123.7,601.7,38.2
F15_E2_Wser_Tbas,15,2.0,service_focused,baseline,milp_fixed,8406,1067,88.74,1504.21,0.1789,123.7,601.7,38.08
F15_E2_Wser_Tbas,15,2.0,service_focused,baseline,nearest,5178,4295,54.66,1329.67,0.2568,1532.9,1315.14,1.4
F15_E2_Wser_Thot,15,2.0,service_focused,hot_summer,milp_ml,8406,1067,88.74,1504.21,0.1789,123.7,601.7,38.56
F15_E2_Wser_Thot,15,2.0,service_focused,hot_summer,milp_fixed,8406,1067,88.74,1504.21,0.1789,123.7,601.7,38.08
F15_E2_Wser_Thot,15,2.0,service_focused,hot_summer,nearest,5178,4295,54.66,1329.67,0.2568,1532.9,1315.14,1.41
F15_E5_Wbal_Tcol,15,5.0,balanced,cold_winter,milp_ml,8272,1201,87.32,1375.79,0.1663,157.2,419.93,26.47
F15_E5_Wbal_Tcol,15,5.0,balanced,cold_winter,milp_fixed,8272,1201,87.32,1375.79,0.1663,157.2,419.93,26.51
F15_E5_Wbal_Tcol,15,5.0,balanced,cold_winter,nearest,5045,4428,53.26,1211.18,0.2401,1610.1,1079.04,1.02
F15_E5_Wbal_Tbas,15,5.0,balanced,baseline,milp_ml,8272,1201,87.32,1375.79,0.1663,157.2,419.93,26.47
F15_E5_Wbal_Tbas,15,5.0,balanced,baseline,milp_fixed,8272,1201,87.32,1375.79,0.1663,157.2,419.93,26.85
F15_E5_Wbal_Tbas,15,5.0,balanced,baseline,nearest,5045,4428,53.26,1211.18,0.2401,1610.1,1079.04,1.02
F15_E5_Wbal_Thot,15,5.0,balanced,hot_summer,milp_ml,8272,1201,87.32,1375.79,0.1663,157.2,419.93,26.37
F15_E5_Wbal_Thot,15,5.0,balanced,hot_summer,milp_fixed,8272,1201,87.32,1375.79,0.1663,157.2,419.93,26.28
F15_E5_Wbal_Thot,15,5.0,balanced,hot_summer,nearest,5045,4428,53.26,1211.18,0.2401,1610.1,1079.04,1.03
F15_E5_Wene_Tcol,15,5.0,energy_focused,cold_winter,milp_ml,8237,1236,86.95,1379.16,0.1674,136.2,485.68,25.76
F15_E5_Wene_Tcol,15,5.0,energy_focused,cold_winter,milp_fixed,8237,1236,86.95,1379.16,0.1674,136.2,485.68,25.85
F15_E5_Wene_Tcol,15,5.0,energy_focused,cold_winter,nearest,5045,4428,53.26,1211.18,0.2401,1610.1,1079.04,1.03
F15_E5_Wene_Tbas,15,5.0,energy_focused,baseline,milp_ml,8237,1236,86.95,1379.16,0.1674,136.2,485.68,25.63
F15_E5_Wene_Tbas,15,5.0,energy_focused,baseline,milp_fixed,8237,1236,86.95,1379.16,0.1674,136.2,485.68,26.14
F15_E5_Wene_Tbas,15,5.0,energy_focused,baseline,nearest,5045,4428,53.26,1211.18,0.2401,1610.1,1079.04,1.02
F15_E5_Wene_Thot,15,5.0,energy_focused,hot_summer,milp_ml,8237,1236,86.95,1379.16,0.1674,136.2,485.68,25.76
F15_E5_Wene_Thot,15,5.0,energy_focused,hot_summer,milp_fixed,8237,1236,86.95,1379.16,0.1674,136.2,485.68,25.87
F15_E5_Wene_Thot,15,5.0,energy_focused,hot_summer,nearest,5045,4428,53.26,1211.18,0.2401,1610.1,1079.04,1.03
F15_E5_Wser_Tcol,15,5.0,service_focused,cold_winter,milp_ml,8261,1212,87.21,1374.05,0.1663,163.3,410.43,26.59
F15_E5_Wser_Tcol,15,5.0,service_focused,cold_winter,milp_fixed,8261,1212,87.21,1374.05,0.1663,163.3,410.43,26.58
F15_E5_Wser_Tcol,15,5.0,service_focused,cold_winter,nearest,5045,4428,53.26,1211.18,0.2401,1610.1,1079.04,1.04
F15_E5_Wser_Tbas,15,5.0,service_focused,baseline,milp_ml,8261,1212,87.21,1374.05,0.1663,163.3,410.43,26.87
F15_E5_Wser_Tbas,15,5.0,service_focused,baseline,milp_fixed,8261,1212,87.21,1374.05,0.1663,163.3,410.43,26.59
F15_E5_Wser_Tbas,15,5.0,service_focused,baseline,nearest,5045,4428,53.26,1211.18,0.2401,1610.1,1079.04,1.02
F15_E5_Wser_Thot,15,5.0,service_focused,hot_summer,milp_ml,8261,1212,87.21,1374.05,0.1663,163.3,410.43,623.41
F15_E5_Wser_Thot,15,5.0,service_focused,hot_summer,milp_fixed,8261,1212,87.21,1374.05,0.1663,163.3,410.43,1405.06
F15_E5_Wser_Thot,15,5.0,service_focused,hot_summer,nearest,5045,4428,53.26,1211.18,0.2401,1610.1,1079.04,1.91
F15_E10_Wbal_Tcol,15,10.0,balanced,cold_winter,milp_ml,7438,2035,78.52,1136.68,0.1528,229.2,249.3,39.07
F15_E10_Wbal_Tcol,15,10.0,balanced,cold_winter,milp_fixed,7438,2035,78.52,1136.68,0.1528,229.2,249.3,37.8
F15_E10_Wbal_Tcol,15,10.0,balanced,cold_winter,nearest,5073,4400,53.55,1152.76,0.2272,1716.5,911.47,0.93
F15_E10_Wbal_Tbas,15,10.0,balanced,baseline,milp_ml,7438,2035,78.52,1136.68,0.1528,229.2,249.3,67.58
F15_E10_Wbal_Tbas,15,10.0,balanced,baseline,milp_fixed,7438,2035,78.52,1136.68,0.1528,229.2,249.3,42.6
F15_E10_Wbal_Tbas,15,10.0,balanced,baseline,nearest,5073,4400,53.55,1152.76,0.2272,1716.5,911.47,0.95
F15_E10_Wbal_Thot,15,10.0,balanced,hot_summer,milp_ml,7438,2035,78.52,1136.68,0.1528,229.2,249.3,42.81
F15_E10_Wbal_Thot,15,10.0,balanced,hot_summer,milp_fixed,7438,2035,78.52,1136.68,0.1528,229.2,249.3,38.32
F15_E10_Wbal_Thot,15,10.0,balanced,hot_summer,nearest,5073,4400,53.55,1152.76,0.2272,1716.5,911.47,0.97
F15_E10_Wene_Tcol,15,10.0,energy_focused,cold_winter,milp_ml,7511,1962,79.29,1150.91,0.1532,200.4,299.27,1407.66
F15_E10_Wene_Tcol,15,10.0,energy_focused,cold_winter,milp_fixed,7511,1962,79.29,1150.91,0.1532,200.4,299.27,35.5
F15_E10_Wene_Tcol,15,10.0,energy_focused,cold_winter,nearest,5073,4400,53.55,1152.76,0.2272,1716.5,911.47,0.92
F15_E10_Wene_Tbas,15,10.0,energy_focused,baseline,milp_ml,7511,1962,79.29,1150.91,0.1532,200.4,299.27,35.5
F15_E10_Wene_Tbas,15,10.0,energy_focused,baseline,milp_fixed,7511,1962,79.29,1150.91,0.1532,200.4,299.27,35.53
F15_E10_Wene_Tbas,15,10.0,energy_focused,baseline,nearest,5073,4400,53.55,1152.76,0.2272,1716.5,911.47,0.92
F15_E10_Wene_Thot,15,10.0,energy_focused,hot_summer,milp_ml,7511,1962,79.29,1150.91,0.1532,200.4,299.27,35.74
F15_E10_Wene_Thot,15,10.0,energy_focused,hot_summer,milp_fixed,7511,1962,79.29,1150.91,0.1532,200.4,299.27,35.68
F15_E10_Wene_Thot,15,10.0,energy_focused,hot_summer,nearest,5073,4400,53.55,1152.76,0.2272,1716.5,911.47,0.92
F15_E10_Wser_Tcol,15,10.0,service_focused,cold_winter,milp_ml,7414,2059,78.26,1136.7,0.1533,227.6,251.13,37.97
F15_E10_Wser_Tcol,15,10.0,service_focused,cold_winter,milp_fixed,7414,2059,78.26,1136.7,0.1533,227.6,251.13,37.94
F15_E10_Wser_Tcol,15,10.0,service_focused,cold_winter,nearest,5073,4400,53.55,1152.76,0.2272,1716.5,911.47,0.92
