time_sec,time_str,vehicle_id,status,lat,lon,location,soc,km_today,trips_served,event
25267.627865822375,07:01:07,13,idle,41.833199,-87.627273,S.R. Crown Hall,0.9494,0.14,1,dropoff_S.R. Crown Hall
25269.288547065105,07:01:09,3,idle,41.835479,-87.627146,Perlstein Hall,0.9492,0.137,1,dropoff_Perlstein Hall
25275.696282063906,07:01:15,7,idle,41.834303,-87.629281,Main Building,0.9491,0.269,1,dropoff_Main Building
25279.64478550439,07:01:19,0,en_route_pickup,41.836861,-87.6283,Kaplan Institute,0.95,0.0,0,dispatched_to_Kaplan Institute
25279.64478550439,07:01:19,0,en_route_dropoff,41.836861,-87.6283,Kaplan Institute,0.95,0.0,0,pickup_Kaplan Institute_to_Cunningham Hall
25284.2593373631,07:01:24,4,idle,41.835681,-87.628387,Grover M. Herman Hall,0.9487,0.29,1,dropoff_Grover M. Herman Hall
25287.09035000888,07:01:27,40,en_route_pickup,41.835527,-87.624207,McCormick Student Village,0.95,0.0,0,dispatched_to_McCormick Student Village
25287.09035000888,07:01:27,40,en_route_dropoff,41.835527,-87.624207,McCormick Student Village,0.95,0.0,0,pickup_McCormick Student Village_to_The Commons
25287.842813603536,07:01:27,4,en_route_pickup,41.835681,-87.628387,Grover M. Herman Hall,0.9487,0.29,1,dispatched_to_Grover M. Herman Hall
25287.842813603536,07:01:27,4,en_route_dropoff,41.835681,-87.628387,Grover M. Herman Hall,0.9487,0.29,1,pickup_Grover M. Herman Hall_to_Kaplan Institute
25288.349502294484,07:01:28,14,idle,41.833199,-87.627273,S.R. Crown Hall,0.948,0.378,1,dropoff_S.R. Crown Hall
25291.262676295646,07:01:31,10,en_route_pickup,41.831886,-87.628445,Chemistry Research Building,0.95,0.0,0,dispatched_to_Chemistry Research Building
25291.262676295646,07:01:31,10,en_route_dropoff,41.831886,-87.628445,Chemistry Research Building,0.95,0.0,0,pickup_Chemistry Research Building_to_The Commons
25295.440717949838,07:01:35,19,en_route_pickup,41.83774,-87.623975,Cunningham Hall,0.95,0.0,0,dispatched_to_Cunningham Hall
25295.440717949838,07:01:35,19,en_route_dropoff,41.83774,-87.623975,Cunningham Hall,0.95,0.0,0,pickup_Cunningham Hall_to_Chemistry Research Building
25300.740269686576,07:01:40,24,idle,41.835479,-87.627146,Perlstein Hall,0.9488,0.317,1,dropoff_Perlstein Hall
25301.812867228535,07:01:41,11,idle,41.836861,-87.6283,Kaplan Institute,0.9479,0.483,1,dropoff_Kaplan Institute
25310.349007940902,07:01:50,1,en_route_pickup,41.834303,-87.629281,Main Building,0.95,0.0,0,dispatched_to_Main Building
25310.349007940902,07:01:50,1,en_route_dropoff,41.834303,-87.629281,Main Building,0.95,0.0,0,pickup_Main Building_to_McCormick Tribune Campus Center
25312.68194063999,07:01:52,40,idle,41.83604,-87.625535,The Commons,0.9492,0.161,1,dropoff_The Commons
25315.61870859709,07:01:55,9,idle,41.835527,-87.624207,McCormick Student Village,0.9476,0.521,1,dropoff_McCormick Student Village
25319.53119164892,07:01:59,11,en_route_pickup,41.836861,-87.6283,Kaplan Institute,0.9479,0.483,1,dispatched_to_Kaplan Institute
25319.53119164892,07:01:59,11,en_route_dropoff,41.836861,-87.6283,Kaplan Institute,0.9479,0.483,1,pickup_Kaplan Institute_to_The Commons
25323.020505866112,07:02:03,4,idle,41.836861,-87.6283,Kaplan Institute,0.9479,0.461,2,dropoff_Kaplan Institute
25326.621322589563,07:02:06,2,idle,41.83793,-87.62738,Pritzker Science Center,0.9481,0.487,1,dropoff_Pritzker Science Center
25332.017136960756,07:02:12,7,en_route_pickup,41.834303,-87.629281,Main Building,0.9491,0.269,1,dispatched_to_Main Building
25332.017136960756,07:02:12,7,en_route_dropoff,41.834303,-87.629281,Main Building,0.9491,0.269,1,pickup_Main Building_to_The Commons
25347.037308820432,07:02:27,6,idle,41.835479,-87.627146,Perlstein Hall,0.9481,0.355,1,dropoff_Perlstein Hall
25347.127018559324,07:02:27,35,en_route_pickup,41.83774,-87.623975,Cunningham Hall,0.95,0.0,0,dispatched_to_Cunningham Hall
25347.127018559324,07:02:27,35,en_route_dropoff,41.83774,-87.623975,Cunningham Hall,0.95,0.0,0,pickup_Cunningham Hall_to_Perlstein Hall
25355.425448869242,07:02:35,9,en_route_pickup,41.835527,-87.624207,McCormick Student Village,0.9476,0.521,1,dispatched_to_McCormick Student Village
25355.425448869242,07:02:35,9,en_route_dropoff,41.835527,-87.624207,McCormick Student Village,0.9476,0.521,1,pickup_McCormick Student Village_to_S.R. Crown Hall
25362.2916122829,07:02:42,0,idle,41.83774,-87.623975,Cunningham Hall,0.9486,0.483,1,dropoff_Cunningham Hall
