trip_id,vehicle_id,request_time,dispatch_time,wait_time_sec,deadhead_km,trip_km,energy_kWh,soc_after,origin,destination,n_passengers,hour,status
7,0,25219.87962164497,25159.87962164497,0.0,0.1435,0.5209,0.2525,0.9479,Arthur S. Keating Sports Center,McCormick Student Village,5,7,served
136,3,25222.9891381806,25159.87962164497,0.0,0.0,0.3783,0.1438,0.9488,Grover M. Herman Hall,S.R. Crown Hall,7,7,served
266,6,25227.59051753721,25159.87962164497,0.0,0.0,0.29,0.1102,0.9491,Paul Galvin Library,Grover M. Herman Hall,2,7,served
361,2,25232.594981689337,25159.87962164497,0.0,0.0,0.2688,0.1021,0.9491,S.R. Crown Hall,Main Building,5,7,served
272,1,25236.472262499876,25159.87962164497,0.0,0.2697,0.6236,0.3394,0.9471,Paul Galvin Library,Pritzker Science Center,7,7,served
45,9,25239.015545329075,25159.87962164497,0.0,0.0619,0.4828,0.207,0.9482,Cunningham Hall,Kaplan Institute,7,7,served
207,5,25243.590510845595,25159.87962164497,0.0,0.0,0.4873,0.1852,0.9484,McCormick Student Village,Pritzker Science Center,4,7,served
202,7,25243.634788718016,25159.87962164497,0.0,0.1359,0.3166,0.1719,0.9485,McCormick Student Village,Perlstein Hall,7,7,served
348,8,25243.764377318592,25159.87962164497,0.0,0.2087,0.1403,0.1326,0.9489,Rowe Village Middle,S.R. Crown Hall,5,7,served
247,4,25245.387071912737,25159.87962164497,0.0,0.2428,0.1371,0.1444,0.9488,McCormick Tribune Campus Center,Perlstein Hall,5,7,served
316,2,25263.188508119863,25209.87962164497,0.0,0.433,0.3552,0.2995,0.9466,Pritzker Science Center,Perlstein Hall,5,7,served
139,9,25279.64478550439,25259.87962164497,0.0,0.0,0.4828,0.1835,0.9467,Kaplan Institute,Cunningham Hall,7,7,served
229,4,25287.09035000888,25259.87962164497,0.0,0.2435,0.1611,0.1538,0.9475,McCormick Student Village,The Commons,6,7,served
123,6,25287.842813603536,25259.87962164497,0.0,0.0,0.1708,0.0649,0.9485,Grover M. Herman Hall,Kaplan Institute,5,7,served
34,3,25291.26267629565,25259.87962164497,0.0,0.1753,0.6773,0.324,0.946,Chemistry Research Building,The Commons,4,7,served
40,5,25295.44071794984,25259.87962164497,0.0,0.2829,0.9736,0.4775,0.9444,Cunningham Hall,Chemistry Research Building,9,7,served
153,8,25310.349007940906,25259.87962164497,0.0,0.2068,0.4122,0.2352,0.9469,Main Building,McCormick Tribune Campus Center,7,7,served
148,7,25319.53119164892,25259.87962164497,0.0,0.181,0.3206,0.1906,0.9469,Kaplan Institute,The Commons,2,7,served
160,6,25332.017136960756,25309.87962164497,0.0,0.2958,0.4752,0.293,0.946,Main Building,The Commons,6,7,served
69,0,25347.127018559324,25309.87962164497,0.0,0.2468,0.4727,0.2734,0.9455,Cunningham Hall,Perlstein Hall,3,7,served
214,4,25355.42544886924,25359.87962164497,4.454172775731422,0.1239,0.4715,0.2263,0.9456,McCormick Student Village,S.R. Crown Hall,7,7,served
308,1,25373.469644615867,25359.87962164497,0.0,0.0,0.2478,0.0942,0.9463,Pritzker Science Center,Arthur S. Keating Sports Center,6,7,served
165,7,25373.563339898003,25359.87962164497,0.0,0.1239,0.6967,0.3118,0.9443,McCormick Student Village,Chemistry Research Building,10,7,served
349,2,25386.608876831026,25359.87962164497,0.0,0.2126,0.1403,0.1341,0.9455,Rowe Village Middle,S.R. Crown Hall,4,7,served
240,9,25387.043679195365,25359.87962164497,0.0,0.2839,0.3157,0.2279,0.9448,McCormick Tribune Campus Center,Kaplan Institute,3,7,served
301,8,25395.595325362458,25409.87962164497,14.284296282512514,0.1055,0.1915,0.1129,0.9459,Perlstein Hall,The Commons,2,7,served
368,1,25402.23387845078,25409.87962164497,7.645743194188981,0.6587,0.3299,0.3757,0.9431,S.R. Crown Hall,Perlstein Hall,6,7,served
232,3,25405.396996144515,25459.87962164497,54.48262550045547,0.055,0.4875,0.2061,0.9443,McCormick Tribune Campus Center,Arthur S. Keating Sports Center,5,7,served
375,6,25407.835773210423,25459.87962164497,52.04384843454682,0.0,0.3206,0.1218,0.945,The Commons,Kaplan Institute,6,7,served
242,0,25434.73652853777,25459.87962164497,25.143093107199093,0.1055,0.4122,0.1967,0.9439,McCormick Tribune Campus Center,Main Building,6,7,served
318,2,25436.501492235715,25459.87962164497,23.378129409255052,0.5261,0.6236,0.4369,0.9418,Pritzker Science Center,Rowe Village Middle,5,7,served
101,8,25436.55110194207,25509.87962164497,73.32851970289994,0.2374,0.1767,0.1573,0.9446,Farr Hall,McCormick Student Village,6,7,served
84,4,25439.3865625204,25509.87962164497,70.49305912456839,0.315,0.6975,0.3848,0.9423,Farr Hall,Arthur S. Keating Sports Center,5,7,served
41,9,25454.047490641547,25509.87962164497,55.832131003422546,0.3714,0.9736,0.5111,0.9404,Cunningham Hall,Chemistry Research Building,2,7,served
208,5,25456.524219954932,25509.87962164497,53.35540169003798,0.5359,0.4873,0.3888,0.9411,McCormick Student Village,Pritzker Science Center,4,7,served
154,7,25459.914272325033,25509.87962164497,49.96534931993665,0.2775,0.4122,0.2621,0.9421,Main Building,McCormick Tribune Campus Center,5,7,served
323,6,25474.461184704833,25559.87962164497,85.41843694013733,0.1412,0.3378,0.182,0.9435,Pritzker Science Center,The Commons,3,7,served
297,0,25476.703470994187,25559.87962164497,83.1761506507828,0.22,0.3552,0.2186,0.942,Perlstein Hall,Pritzker Science Center,3,7,served
35,3,25482.442972832156,25559.87962164497,77.43664881281438,0.8246,0.6773,0.5707,0.9395,Chemistry Research Building,The Commons,8,7,served
78,8,25488.841484381912,25609.87962164497,121.03813726305816,0.2468,0.7464,0.3774,0.9414,Cunningham Hall,S.R. Crown Hall,7,7,served
364,1,25492.13704273046,25609.87962164497,117.74257891450907,0.2537,0.3806,0.2411,0.9411,S.R. Crown Hall,McCormick Tribune Campus Center,9,7,served
140,7,25496.571764217035,25659.87962164497,163.30785742793523,0.2428,0.3846,0.2384,0.94,Kaplan Institute,Main Building,6,7,served
373,6,25500.79561503848,25659.87962164497,159.0840066064884,0.0,0.3115,0.1184,0.9425,The Commons,Grover M. Herman Hall,1,7,served
70,4,25519.3291215254,25709.87962164497,190.55050011957064,0.1911,0.4727,0.2523,0.9402,Cunningham Hall,Perlstein Hall,5,7,served
46,0,25528.63203643008,25709.87962164497,181.2475852148891,0.2829,0.4828,0.291,0.9396,Cunningham Hall,Kaplan Institute,3,7,served
25,2,25537.22916418113,25709.87962164497,172.6504574638384,0.2772,0.6061,0.3357,0.9389,Chemistry Research Building,McCormick Tribune Campus Center,7,7,served
186,5,25548.03521872819,25709.87962164497,161.84440291678038,0.3748,0.5744,0.3607,0.938,McCormick Student Village,Main Building,8,7,served
29,9,25549.835377574767,25759.87962164497,210.0442440702027,0.0,0.5379,0.2044,0.9387,Chemistry Research Building,Perlstein Hall,7,7,served
3,1,25551.619610422986,25759.87962164497,208.2600112219843,0.375,1.072,0.5499,0.9364,Arthur S. Keating Sports Center,Chemistry Research Building,2,7,served
23,6,25565.297554317716,25759.87962164497,194.58206732725375,0.422,0.7193,0.4337,0.9388,Chemistry Research Building,Kaplan Institute,1,7,served
309,7,25579.313720103084,25809.87962164497,230.56590154188598,0.433,0.2478,0.2587,0.9379,Pritzker Science Center,Arthur S. Keating Sports Center,3,7,served
196,8,25580.392863342277,25809.87962164497,229.4867583026935,0.3627,0.1814,0.2067,0.9396,McCormick Student Village,McCormick Tribune Campus Center,4,7,served
166,3,25583.734909108767,25859.87962164497,276.14471253620286,0.1239,0.6967,0.3118,0.9368,McCormick Student Village,Chemistry Research Building,5,7,served
10,0,25588.409137175895,25859.87962164497,271.470484469075,0.3272,0.5346,0.3275,0.9368,Arthur S. Keating Sports Center,Perlstein Hall,2,7,served
13,4,25596.18692829964,25859.87962164497,263.69269334532873,0.4112,0.765,0.447,0.9364,Arthur S. Keating Sports Center,Rowe Village Middle,3,7,served
125,9,25597.70680727302,25859.87962164497,262.17281437194833,0.1052,0.2212,0.124,0.9376,Grover M. Herman Hall,Main Building,4,7,served
253,2,25599.562089168532,25909.87962164497,310.3175324764379,0.0,0.0715,0.0272,0.9387,McCormick Tribune Campus Center,The Commons,5,7,served
260,5,25613.75878941444,25909.87962164497,296.1208322305283,0.1049,0.8235,0.3528,0.935,Paul Galvin Library,Arthur S. Keating Sports Center,7,7,served
143,8,25650.668851929186,25909.87962164497,259.2107697157844,0.2428,0.1836,0.162,0.9383,Kaplan Institute,Pritzker Science Center,3,7,served
33,9,25657.417845546785,25959.87962164497,302.4617760981855,0.2775,0.3604,0.2424,0.9356,Chemistry Research Building,Rowe Village Middle,4,7,served
215,2,25674.223584436422,25959.87962164497,285.6560372085478,0.1239,0.4715,0.2263,0.9368,McCormick Student Village,S.R. Crown Hall,5,7,served
302,7,25681.782106798895,25959.87962164497,278.0975148460748,0.4112,0.1915,0.229,0.9359,Perlstein Hall,The Commons,2,7,served
181,6,25691.18310920424,26009.87962164497,318.69651244072884,0.3701,0.4811,0.3235,0.936,McCormick Student Village,Kaplan Institute,7,7,served
285,8,25701.108124844504,26009.87962164497,308.7714968004657,0.2732,0.1368,0.1558,0.9369,Perlstein Hall,Grover M. Herman Hall,9,7,served
276,3,25713.33891869487,26009.87962164497,296.54070295010024,0.1991,0.4559,0.2489,0.9347,Paul Galvin Library,The Commons,3,7,served
237,0,25744.488583445764,26059.87962164497,315.3910381992064,0.1055,0.2913,0.1508,0.9355,McCormick Tribune Campus Center,Farr Hall,5,7,served
129,1,25754.02526282348,26059.87962164497,305.85435882148886,0.422,0.1368,0.2123,0.9346,Grover M. Herman Hall,Perlstein Hall,6,7,served
81,5,25755.705774987127,26109.87962164497,354.17384665784266,0.1911,0.2977,0.1858,0.9335,Cunningham Hall,The Commons,3,7,served
244,7,25768.637362207253,26109.87962164497,341.2422594377167,0.055,0.1814,0.0898,0.9351,McCormick Tribune Campus Center,McCormick Student Village,6,7,served
374,8,25780.906083799386,26109.87962164497,328.97353784558436,0.2396,0.3115,0.2094,0.9352,The Commons,Grover M. Herman Hall,4,7,served
216,4,25793.333336625972,26109.87962164497,316.5462850189979,0.259,0.4715,0.2776,0.934,McCormick Student Village,S.R. Crown Hall,5,7,served
277,2,25800.69672611551,26109.87962164497,309.1828955294586,0.1028,0.4559,0.2123,0.935,Paul Galvin Library,The Commons,4,7,served
127,9,25801.322205931472,26109.87962164497,308.5574157134979,0.2859,0.29,0.2189,0.9337,Grover M. Herman Hall,Paul Galvin Library,7,7,served
71,3,25808.16622705979,26159.87962164497,351.7133945851783,0.229,0.4727,0.2666,0.9324,Cunningham Hall,Perlstein Hall,6,7,served
79,7,25824.144943061117,26159.87962164497,335.73467858385266,0.2468,0.7464,0.3774,0.932,Cunningham Hall,S.R. Crown Hall,6,7,served
249,0,25825.541735288676,26159.87962164497,334.3378863562939,0.2241,0.3705,0.2259,0.9336,McCormick Tribune Campus Center,Pritzker Science Center,3,7,served
333,1,25830.798379580978,26209.87962164497,379.08124206399225,0.2126,0.3461,0.2123,0.9328,Rowe Village Middle,Main Building,7,7,served
72,5,25837.23774339629,26209.87962164497,372.64187824867986,0.229,0.4727,0.2666,0.9312,Cunningham Hall,Perlstein Hall,5,7,served
104,8,25842.760783395603,26209.87962164497,367.1188382493674,0.4085,0.3965,0.3059,0.9326,Farr Hall,Perlstein Hall,2,7,served
57,6,25877.236175005542,26209.87962164497,332.64344663942757,0.3714,0.7572,0.4289,0.9324,Cunningham Hall,Main Building,6,7,served
73,2,25892.240467711217,26259.87962164497,367.6391539337528,0.229,0.4727,0.2666,0.9327,Cunningham Hall,Perlstein Hall,3,7,served
144,9,25921.88901612121,26259.87962164497,337.99060552375886,0.3543,0.1836,0.2044,0.932,Kaplan Institute,Pritzker Science Center,3,7,served
187,4,25923.361279172605,26259.87962164497,336.5183424723655,0.3627,0.5744,0.3561,0.931,McCormick Student Village,Main Building,5,7,served
75,0,25961.21282518756,26309.87962164497,348.6667964574117,0.2829,0.3677,0.2472,0.9315,Cunningham Hall,Pritzker Science Center,6,7,served
217,3,25968.640918718414,26309.87962164497,341.23870292655556,0.2435,0.4715,0.2717,0.9301,McCormick Student Village,S.R. Crown Hall,2,7,served
203,5,25974.726739262056,26359.87962164497,385.15288238291396,0.2435,0.3166,0.2129,0.9294,McCormick Student Village,Perlstein Hall,5,7,served
167,8,25976.430548631783,26359.87962164497,383.44907301318744,0.2435,0.6967,0.3573,0.9296,McCormick Student Village,Chemistry Research Building,5,7,served
339,7,26007.45653982616,26359.87962164497,352.4230818188116,0.1079,0.2763,0.146,0.9307,Rowe Village Middle,Perlstein Hall,8,7,served
14,9,26020.56658515099,26359.87962164497,339.31303649397887,0.1906,0.765,0.3631,0.9289,Arthur S. Keating Sports Center,Rowe Village Middle,3,7,served
86,1,26035.96570252854,26359.87962164497,323.9139191164286,0.4545,0.6141,0.4061,0.9294,Farr Hall,Chemistry Research Building,4,7,served
124,2,26038.65410911308,26409.87962164497,371.2255125318916,0.1052,0.1708,0.1049,0.9318,Grover M. Herman Hall,Kaplan Institute,10,7,served
188,7,26044.711494679632,26459.87962164497,415.16812696533816,0.2435,0.5744,0.3108,0.9281,McCormick Student Village,Main Building,3,7,served
179,3,26052.734012308138,26459.87962164497,407.1456093368324,0.3627,0.4507,0.3091,0.9275,McCormick Student Village,Grover M. Herman Hall,4,7,served
204,2,26068.32524735835,26459.87962164497,391.55437428662117,0.3701,0.3166,0.261,0.9296,McCormick Student Village,Perlstein Hall,9,7,served
17,0,26071.3989774414,26459.87962164497,388.4806442035697,0.1906,0.4257,0.2342,0.9295,Arthur S. Keating Sports Center,The Commons,8,7,served
177,4,26123.626021324908,26459.87962164497,336.2536003200621,0.4419,0.1767,0.2351,0.929,McCormick Student Village,Farr Hall,5,7,served
270,6,26127.3859932014,26459.87962164497,332.49362844357165,0.1049,0.5191,0.2371,0.9304,Paul Galvin Library,McCormick Student Village,3,7,served
321,5,26135.6579252742,26509.87962164497,374.22169637076877,0.2732,0.684,0.3637,0.9263,Pritzker Science Center,S.R. Crown Hall,6,7,served
233,9,26142.14046144926,26559.87962164497,417.7391601957097,0.2135,0.4875,0.2664,0.9267,McCormick Tribune Campus Center,Arthur S. Keating Sports Center,3,7,served
317,1,26156.098198650983,26559.87962164497,403.7814229939868,0.6778,0.3552,0.3926,0.9261,Pritzker Science Center,Perlstein Hall,4,7,served
107,8,26165.029106962356,26559.87962164497,394.8505146826137,0.4724,0.6464,0.4251,0.926,Farr Hall,Pritzker Science Center,8,7,served
355,4,26166.721521843385,26609.87962164497,443.1580998015852,0.2087,0.3433,0.2098,0.9272,Rowe Village Middle,The Commons,5,7,served
102,6,26174.68082331679,26609.87962164497,435.1987983281797,0.1359,0.4986,0.2411,0.9284,Farr Hall,Paul Galvin Library,2,7,served
36,7,26174.99610454347,26609.87962164497,434.88351710150164,0.2775,0.6773,0.3628,0.925,Chemistry Research Building,The Commons,4,7,served
303,2,26177.07376960817,26609.87962164497,432.8058520367995,0.0,0.1915,0.0728,0.929,Perlstein Hall,The Commons,3,7,served
324,0,26188.93373417241,26609.87962164497,420.94588747256057,0.2599,0.3378,0.2271,0.9276,Pritzker Science Center,The Commons,3,7,served
58,3,26198.57225873208,26609.87962164497,411.3073629128885,0.4313,0.7572,0.4516,0.9237,Cunningham Hall,Main Building,11,7,served
74,2,26202.92522051505,26659.87962164497,456.95440112991855,0.229,0.4727,0.2666,0.9267,Cunningham Hall,Perlstein Hall,5,7,served
6,9,26211.36423487457,26709.87962164497,498.51538677039935,0.0,0.7862,0.2988,0.9241,Arthur S. Keating Sports Center,Main Building,3,7,served
59,4,26211.46748253203,26709.87962164497,498.4121391129411,0.229,0.7572,0.3748,0.9241,Cunningham Hall,Main Building,4,7,served
234,5,26215.87346889552,26709.87962164497,494.00615274945085,0.2928,0.4875,0.2965,0.9238,McCormick Tribune Campus Center,Arthur S. Keating Sports Center,3,7,served
334,6,26216.923478317294,26759.87962164497,542.9561433276758,0.1797,0.3461,0.1998,0.9267,Rowe Village Middle,Main Building,9,7,served
304,1,26223.38673453906,26759.87962164497,536.4928871059092,0.0,0.1915,0.0728,0.9255,Perlstein Hall,The Commons,3,7,served
32,0,26231.548507661824,26759.87962164497,528.3311139831458,0.521,0.8812,0.5329,0.9231,Chemistry Research Building,Pritzker Science Center,2,7,served
137,2,26233.337279429685,26809.87962164497,576.5423422152853,0.1052,0.3783,0.1837,0.9252,Grover M. Herman Hall,S.R. Crown Hall,8,7,served
330,1,26239.985780072995,26809.87962164497,569.8938415719749,0.2641,0.5099,0.2941,0.923,Rowe Village Middle,Kaplan Institute,4,7,served
267,7,26256.55976354924,26809.87962164497,553.3198580957287,0.3507,0.4606,0.3083,0.9224,Paul Galvin Library,Kaplan Institute,4,7,served
108,8,26260.076734350903,26809.87962164497,549.8028872940667,0.4972,0.6464,0.4346,0.9223,Farr Hall,Pritzker Science Center,4,7,served
209,5,26267.52809263556,26859.87962164497,592.351529009411,0.4007,0.4873,0.3374,0.921,McCormick Student Village,Pritzker Science Center,5,7,served
114,3,26269.63817624343,26859.87962164497,590.2414454015416,0.4545,0.4095,0.3283,0.9209,Farr Hall,S.R. Crown Hall,4,7,served
218,6,26271.174424747755,26859.87962164497,588.7051968972155,0.4419,0.4715,0.3471,0.9237,McCormick Student Village,S.R. Crown Hall,3,7,served
310,9,26272.987951101997,26859.87962164497,586.8916705429729,0.433,0.2478,0.2587,0.9219,Pritzker Science Center,Arthur S. Keating Sports Center,7,7,served
319,4,26290.496623799492,26909.87962164497,619.3829978454778,0.433,0.6236,0.4015,0.9207,Pritzker Science Center,Rowe Village Middle,8,7,served
200,2,26302.5130348318,26909.87962164497,607.3665868131684,0.3627,0.5191,0.3351,0.9223,McCormick Student Village,Paul Galvin Library,6,7,served
47,1,26349.529095325495,26959.87962164497,610.3505263194747,0.3714,0.4828,0.3246,0.9202,Cunningham Hall,Kaplan Institute,5,7,served
48,7,26352.178563710204,26959.87962164497,607.7010579347661,0.3714,0.4828,0.3246,0.9196,Cunningham Hall,Kaplan Institute,3,7,served
76,9,26359.484996099443,27009.87962164497,650.3946255455267,0.1911,0.3677,0.2124,0.9201,Cunningham Hall,Pritzker Science Center,5,7,served
251,0,26370.374455554116,27059.87962164497,689.5051660908539,0.285,0.2776,0.2138,0.9213,McCormick Tribune Campus Center,Rowe Village Middle,4,7,served
158,3,26370.684231208903,27059.87962164497,689.1953904360671,0.2068,0.2688,0.1807,0.9194,Main Building,S.R. Crown Hall,4,7,served
77,5,26378.990467840493,27059.87962164497,680.8891538044772,0.2829,0.3677,0.2472,0.9189,Cunningham Hall,Pritzker Science Center,7,7,served
189,6,26451.257487260336,27059.87962164497,608.6221343846337,0.3627,0.5744,0.3561,0.9207,McCormick Student Village,Main Building,8,7,served
149,8,26462.25695235305,27059.87962164497,597.622669291919,0.1412,0.3206,0.1755,0.9208,Kaplan Institute,The Commons,5,7,served
210,4,26471.70507060743,27109.87962164497,638.1745510375404,0.259,0.4873,0.2836,0.9182,McCormick Student Village,Pritzker Science Center,5,7,served
60,2,26472.068020893792,27109.87962164497,637.811600751178,0.5787,0.7572,0.5076,0.918,Cunningham Hall,Main Building,8,7,served
115,8,26480.421779273816,27159.87962164497,679.4578423711537,0.2374,0.4095,0.2458,0.9187,Farr Hall,S.R. Crown Hall,3,7,served
370,1,26484.789510615996,27159.87962164497,675.0901110289742,0.2466,0.4257,0.2555,0.918,The Commons,Arthur S. Keating Sports Center,8,7,served
273,3,26502.911967016313,27159.87962164497,656.9676546286573,0.1028,0.6236,0.276,0.917,Paul Galvin Library,Pritzker Science Center,2,7,served
97,7,26504.61803681988,27159.87962164497,655.2615848250898,0.4665,0.5909,0.4018,0.9162,Farr Hall,Main Building,2,7,served
26,9,26523.77689101396,27159.87962164497,636.1027306310098,0.6778,0.6061,0.4879,0.916,Chemistry Research Building,McCormick Tribune Campus Center,5,7,served
271,0,26528.5908783393,27209.87962164497,681.2887433056712,0.1797,0.3856,0.2148,0.9194,Paul Galvin Library,McCormick Tribune Campus Center,3,7,served
342,5,26529.410772775947,27209.87962164497,680.4688488690226,0.4797,0.6236,0.4192,0.9153,Rowe Village Middle,Pritzker Science Center,8,7,served
278,6,26548.390393272435,27259.87962164497,711.4892283725349,0.1049,0.4559,0.2131,0.9189,Paul Galvin Library,The Commons,6,7,served
313,4,26564.73857521897,27259.87962164497,695.1410464260007,0.0,0.1836,0.0698,0.9177,Pritzker Science Center,Kaplan Institute,1,7,served
87,8,26582.00839694356,27309.87962164497,727.8712247014118,0.315,0.6141,0.3531,0.9157,Farr Hall,Chemistry Research Building,7,7,served
126,4,26583.575929774855,27309.87962164497,726.3036918701146,0.1314,0.2694,0.1523,0.9164,Grover M. Herman Hall,McCormick Tribune Campus Center,5,7,served
381,3,26596.173923700953,27309.87962164497,713.7056979440167,0.2599,0.1915,0.1715,0.9156,The Commons,Perlstein Hall,4,7,served
49,1,26601.126043442982,27309.87962164497,708.7535782019877,0.1911,0.4828,0.2561,0.9159,Cunningham Hall,Kaplan Institute,4,7,served
182,0,26607.261585259857,27359.87962164497,752.6180363851126,0.1396,0.4811,0.2359,0.9174,McCormick Student Village,Kaplan Institute,4,7,served
376,2,26607.718328858635,27359.87962164497,752.1612927863353,0.3655,0.3206,0.2607,0.9158,The Commons,Kaplan Institute,7,7,served
378,7,26610.693743476895,27359.87962164497,749.1858781680749,0.3655,0.1611,0.2001,0.9145,The Commons,McCormick Student Village,4,7,served
66,6,26612.078562359035,27409.87962164497,797.8010592859355,0.229,0.3209,0.209,0.9171,Cunningham Hall,McCormick Student Village,9,7,served
371,4,26613.8306757771,27409.87962164497,796.0489458678712,0.055,0.6773,0.2783,0.914,The Commons,Chemistry Research Building,9,7,served
168,9,26617.911860354972,27409.87962164497,791.9677612899977,0.1396,0.6967,0.3178,0.9133,McCormick Student Village,Chemistry Research Building,3,7,served
130,3,26626.471268049572,27409.87962164497,783.4083535953978,0.1052,0.1368,0.092,0.9148,Grover M. Herman Hall,Perlstein Hall,8,7,served
331,5,26632.21185180777,27409.87962164497,777.6677698372005,0.4797,0.5099,0.376,0.9121,Rowe Village Middle,Kaplan Institute,8,7,served
320,1,26632.81905463621,27459.87962164497,827.0605670087607,0.1412,0.6236,0.2906,0.9134,Pritzker Science Center,Rowe Village Middle,5,7,served
109,7,26673.881947888465,27459.87962164497,785.9976737565048,0.1359,0.6464,0.2973,0.912,Farr Hall,Pritzker Science Center,5,7,served
11,3,26677.378522928266,27459.87962164497,782.5010987167043,0.4112,0.2478,0.2504,0.9127,Arthur S. Keating Sports Center,Pritzker Science Center,2,7,served
269,8,26679.675870955965,27509.87962164497,830.2037506890047,0.1991,0.1364,0.1275,0.9146,Paul Galvin Library,Main Building,7,7,served
338,6,26699.636982536253,27509.87962164497,810.2426391087174,0.259,0.2337,0.1872,0.9155,Rowe Village Middle,Paul Galvin Library,3,7,served
98,0,26708.131618216372,27509.87962164497,801.7480034285982,0.4665,0.5909,0.4018,0.914,Farr Hall,Main Building,5,7,served
145,2,26749.101221638062,27509.87962164497,760.7784000069078,0.0,0.1836,0.0698,0.9152,Kaplan Institute,Pritzker Science Center,4,7,served
279,4,26749.90561846395,27559.87962164497,809.9740031810215,0.1991,0.4559,0.2489,0.9119,Paul Galvin Library,The Commons,3,7,served
362,2,26763.851948423795,27559.87962164497,796.0276732211751,0.5261,0.2688,0.3021,0.9127,S.R. Crown Hall,Main Building,3,7,served
110,1,26770.05550488714,27609.87962164497,839.8241167578308,0.2087,0.6464,0.3249,0.9107,Farr Hall,Pritzker Science Center,5,7,served
37,9,26780.29711454029,27609.87962164497,829.5825071046784,0.0,0.6773,0.2574,0.9111,Chemistry Research Building,The Commons,1,7,served
213,5,26781.857962900027,27609.87962164497,828.0216587449431,0.3701,0.3367,0.2686,0.9098,McCormick Student Village,Rowe Village Middle,4,7,served
197,3,26782.24207907848,27609.87962164497,827.6375425664883,0.3748,0.1814,0.2114,0.9109,McCormick Student Village,McCormick Tribune Campus Center,4,7,served
4,7,26784.548977462564,27609.87962164497,825.3306441824061,0.1906,1.072,0.4798,0.908,Arthur S. Keating Sports Center,Chemistry Research Building,6,7,served
254,6,26809.39995770313,27609.87962164497,800.4796639418382,0.2966,0.0715,0.1399,0.9143,McCormick Tribune Campus Center,The Commons,8,7,served
290,8,26813.94859932992,27609.87962164497,795.9310223150496,0.22,0.1371,0.1357,0.9135,Perlstein Hall,McCormick Tribune Campus Center,3,7,served
190,4,26821.335370529465,27709.87962164497,888.5442511155052,0.1239,0.5744,0.2654,0.9096,McCormick Student Village,Main Building,6,7,served
61,6,26840.364310028566,27709.87962164497,869.5153116164038,0.229,0.7572,0.3748,0.9112,Cunningham Hall,Main Building,10,7,served
230,8,26849.472792256413,27709.87962164497,860.4068293885575,0.0,0.3979,0.1512,0.9122,McCormick Tribune Campus Center,Alpha Sigma Phi,2,7,served
67,0,26852.88872245774,27709.87962164497,856.9908991872289,0.5825,0.3691,0.3616,0.911,Cunningham Hall,McCormick Tribune Campus Center,4,7,served
255,2,26857.289776326936,27709.87962164497,852.5898453180343,0.3171,0.0715,0.1477,0.9114,McCormick Tribune Campus Center,The Commons,6,7,served
62,9,26869.314257783935,27759.87962164497,890.5653638610347,0.229,0.7572,0.3748,0.908,Cunningham Hall,Main Building,6,7,served
243,3,26870.1529565244,27759.87962164497,889.7266651205682,0.0,0.4122,0.1566,0.9096,McCormick Tribune Campus Center,Main Building,7,7,served
379,5,26907.318075517032,27759.87962164497,852.5615461279376,0.2641,0.0715,0.1275,0.9088,The Commons,McCormick Tribune Campus Center,4,7,served
116,8,26913.781447916757,27809.87962164497,896.0981737282127,0.1616,0.4095,0.217,0.9104,Farr Hall,S.R. Crown Hall,4,7,served
356,2,26938.942911212005,27809.87962164497,870.9367104329649,0.2641,0.3433,0.2308,0.9095,Rowe Village Middle,The Commons,5,7,served
18,1,26962.029936999228,27809.87962164497,847.849684645742,0.1906,0.4257,0.2342,0.9087,Arthur S. Keating Sports Center,The Commons,3,7,served
305,5,26988.103522144607,27859.87962164497,871.7760995003628,0.1055,0.1915,0.1129,0.9078,Perlstein Hall,The Commons,8,7,served
183,3,26988.36069189301,27859.87962164497,871.518929751961,0.4419,0.4811,0.3507,0.9066,McCormick Student Village,Kaplan Institute,4,7,served
99,4,26994.123981862125,27859.87962164497,865.7556397828448,0.4545,0.5909,0.3973,0.9063,Farr Hall,Main Building,5,7,served
147,7,26995.99735242488,27859.87962164497,863.8822692200883,0.5533,0.5408,0.4158,0.9044,Kaplan Institute,S.R. Crown Hall,3,7,served
325,0,27002.172856156947,27909.87962164497,907.7067654880229,0.285,0.3378,0.2367,0.909,Pritzker Science Center,The Commons,12,7,served
298,6,27002.247365053503,27909.87962164497,907.632256591467,0.22,0.3552,0.2186,0.9093,Perlstein Hall,Pritzker Science Center,4,7,served
50,1,27018.908540812285,27959.87962164497,940.9710808326854,0.229,0.4828,0.2705,0.9064,Cunningham Hall,Kaplan Institute,7,7,served
219,2,27021.069694626585,27959.87962164497,938.8099270183848,0.1239,0.4715,0.2263,0.9075,McCormick Student Village,S.R. Crown Hall,4,7,served
198,5,27022.11070622488,27959.87962164497,937.7689154200889,0.1239,0.1814,0.116,0.9068,McCormick Student Village,McCormick Tribune Campus Center,4,7,served
263,8,27022.557814182728,27959.87962164497,937.3218074622418,0.1028,0.2589,0.1374,0.9092,Paul Galvin Library,Chemistry Research Building,2,7,served
220,9,27030.097968898608,27959.87962164497,929.7816527463619,0.4419,0.4715,0.3471,0.905,McCormick Student Village,S.R. Crown Hall,9,7,served
343,7,27032.0060001278,28059.87962164497,1027.8736215171702,0.1079,0.6236,0.278,0.9021,Rowe Village Middle,Pritzker Science Center,9,7,served
